"","x","y","estimate","p.value","change","elev","stream_dist","aspect","aspect.class","elev.raw","p.class"
"2452",635490,4331520,0.0066860361539357,0.0184730147958735,0.167150903848392,"MID",150,229.236389160156,"Southwest",1041,"SIGNIFICANT"
"2453",635490,4331550,0.00778348534424923,0.014208114191768,0.194587133606231,"MID",169.705627441406,237.52880859375,"Southwest",1044,"SIGNIFICANT"
"2454",635490,4331580,0.00268156207132463,0.0374276123784512,0.0670390517831157,"MID",192.093734741211,237.52880859375,"Southwest",1046,"SIGNIFICANT"
"2455",635490,4331610,0.00286714457576613,0.181405318283853,0.0716786143941533,"MID",216.333084106445,228.945190429688,"Southwest",1049,"NOT SIGNIFICANT"
"2456",635490,4331640,0.00625242048778872,0.023844757903295,0.156310512194718,"MID",241.867736816406,240.945388793945,"Southwest",1053,"SIGNIFICANT"
"2457",635490,4331670,0.0053678160592514,0.01647396765843,0.134195401481285,"MID",268.328155517578,298.610473632812,"Northwest",1053,"SIGNIFICANT"
"2458",635490,4331700,0.00403334451771023,0.00697272948771973,0.100833612942756,"MID",295.465728759766,320.440338134766,"Northwest",1050,"SIGNIFICANT"
"2459",635490,4331730,0.0035077539844152,0.0590862768486909,0.08769384961038,"MID",323.109893798828,311.185913085938,"Northwest",1047,"NOT SIGNIFICANT"
"2460",635490,4331760,0.00341292825916872,0.0811844374406566,0.0853232064792179,"MID",349.857116699219,303.690063476562,"Northwest",1046,"NOT SIGNIFICANT"
"2461",635490,4331790,0.00182856107472206,0.421227375269513,0.0457140268680516,"MID",375.89892578125,320.710601806641,"Northwest",1045,"NOT SIGNIFICANT"
"2462",635490,4331820,0.00305281136831622,0.1076151672998,0.0763202842079055,"MID",402.492248535156,338.198577880859,"North",1044,"NOT SIGNIFICANT"
"2463",635490,4331850,0.00609874756309995,0.0186924707678201,0.152468689077499,"MID",426.380126953125,341.565063476562,"North",1040,"SIGNIFICANT"
"2464",635490,4331880,0.00418111752982832,0.0577635569562846,0.104527938245708,"MID",450,327.99462890625,"Northwest",1036,"NOT SIGNIFICANT"
"2465",635520,4330110,0.00466671888431888,0.0537725892483728,0.116667972107972,NA,468.614990234375,0,"North",0,"NOT SIGNIFICANT"
"2466",635520,4330140,0.00559038510386702,0.00513680905858893,0.139759627596675,"HIGH",450,303.690063476562,"Northwest",1147,"SIGNIFICANT"
"2467",635520,4330170,0.00531785348589679,0.073184698933137,0.13294633714742,"HIGH",432.666168212891,303.690063476562,"Northwest",1145,"NOT SIGNIFICANT"
"2468",635520,4330200,0.00540586056365366,0.043935489165459,0.135146514091342,"HIGH",416.773315429688,304.380340576172,"Northwest",1144,"SIGNIFICANT"
"2469",635520,4330230,0.00406641034013198,0.0657045059967787,0.101660258503299,"HIGH",402.492248535156,332.525573730469,"Northwest",1142,"NOT SIGNIFICANT"
"2470",635520,4330260,0.00624249055799482,0.0019854073606016,0.156062263949871,"HIGH",390,345.963745117188,"North",1138,"SIGNIFICANT"
"2471",635520,4330290,0.00689406079083037,0.0022713096784875,0.172351519770759,"HIGH",379.473327636719,320.710601806641,"Northwest",1136,"SIGNIFICANT"
"2472",635520,4330320,0.00344369882913562,0.128367591942679,0.0860924707283906,"HIGH",371.079498291016,291.801422119141,"West",1135,"NOT SIGNIFICANT"
"2473",635520,4330350,0.00455810661566583,0.0182593694036262,0.113952665391646,"HIGH",364.965759277344,304.695159912109,"Northwest",1134,"SIGNIFICANT"
"2474",635520,4330380,0.00338912880945326,0.0372351464284309,0.0847282202363315,"HIGH",361.247833251953,317.385955810547,"Northwest",1130,"SIGNIFICANT"
"2475",635520,4330410,0.00576168029115957,0.0115308402220576,0.144042007278989,"HIGH",360,326.309936523438,"Northwest",1127,"SIGNIFICANT"
"2476",635520,4330440,0.00401935660824512,0.0266581680814045,0.100483915206128,"HIGH",360,338.962493896484,"North",1124,"SIGNIFICANT"
"2477",635520,4330470,0.0055068521088669,0.0157681575892757,0.137671302721672,"HIGH",360,332.102722167969,"Northwest",1120,"SIGNIFICANT"
"2478",635520,4330500,0.00206526051887968,0.148973680201648,0.0516315129719919,"HIGH",360,327.094757080078,"Northwest",1120,"NOT SIGNIFICANT"
"2479",635520,4330530,0.00351565221921162,0.0699514982250823,0.0878913054802905,"HIGH",360,341.565063476562,"North",1117,"NOT SIGNIFICANT"
"2480",635520,4330560,0.00637942975191161,0.0250209713886518,0.15948574379779,"HIGH",360,347.00537109375,"North",1112,"SIGNIFICANT"
"2481",635520,4330590,0.00836084078095669,0.0143150748252262,0.209021019523917,"HIGH",360,350.217590332031,"North",1110,"SIGNIFICANT"
"2482",635520,4330620,0.0109842915115265,0.000375878586342325,0.274607287788163,"HIGH",335.410186767578,348.023864746094,"North",1105,"SIGNIFICANT"
"2483",635520,4330650,0.00879935699817909,0.00426765419105033,0.219983924954477,"HIGH",308.868896484375,343.072479248047,"North",1102,"SIGNIFICANT"
"2484",635520,4330680,0.00824025176775201,0.0303932341225043,0.2060062941938,"HIGH",283.019439697266,347.47119140625,"North",1100,"SIGNIFICANT"
"2485",635520,4330710,0.0110236889794289,0.00234677732695829,0.275592224485722,"HIGH",258.069763183594,357.273681640625,"North",1098,"SIGNIFICANT"
"2486",635520,4330740,0.00925402909808768,0.00206754528630001,0.231350727452192,"HIGH",234.307495117188,0,"North",1095,"SIGNIFICANT"
"2487",635520,4330770,0.00853637257968897,0.00713074059063006,0.213409314492224,"HIGH",212.132034301758,0,"North",1093,"SIGNIFICANT"
"2488",635520,4330800,0.00985818873626403,4.65983343464465e-05,0.246454718406601,"MID",192.093734741211,2.72631096839905,"North",1090,"SIGNIFICANT"
"2489",635520,4330830,0.00490085829805345,0.00729465264421713,0.122521457451336,"MID",174.928558349609,16.6992435455322,"North",1087,"SIGNIFICANT"
"2490",635520,4330860,0.00376796556641251,0.00521068395801172,0.0941991391603128,"MID",161.554946899414,38.9909934997559,"Northeast",1085,"SIGNIFICANT"
"2491",635520,4330890,0.00265670963050689,0.123824291681705,0.0664177407626722,"MID",150,49.0856170654297,"Northeast",1082,"NOT SIGNIFICANT"
"2492",635520,4330920,0.00170918027608494,0.269903553604041,0.0427295069021235,"MID",134.164077758789,51.3401908874512,"Northeast",1079,"NOT SIGNIFICANT"
"2493",635520,4330950,0.00414580684200772,0.0839062640831205,0.103645171050193,"MID",123.693168640137,51.7889747619629,"Northeast",1074,"NOT SIGNIFICANT"
"2494",635520,4330980,0.00280893608599831,0.126068518145371,0.0702234021499576,"MID",108.166542053223,52.7651672363281,"Northeast",1068,"NOT SIGNIFICANT"
"2495",635520,4331010,0.0028440525304426,0.249679244834647,0.0711013132610649,"MID",94.8683319091797,54.4623222351074,"Northeast",1063,"NOT SIGNIFICANT"
"2496",635520,4331040,0.00283140297478163,0.235964021437784,0.0707850743695408,"MID",84.8528137207031,56.8886566162109,"Northeast",1059,"NOT SIGNIFICANT"
"2497",635520,4331070,0.00190010889089488,0.0391054986000182,0.0475027222723721,"MID",67.0820388793945,48.0127868652344,"Northeast",1056,"SIGNIFICANT"
"2498",635520,4331100,0.00251178275839334,0.0485649839297651,0.0627945689598335,"MID",60,35.3112144470215,"Northeast",1051,"SIGNIFICANT"
"2499",635520,4331130,0.00267294471887624,0.0657114766033951,0.066823617971906,"MID",42.4264068603516,33.1113433837891,"Northeast",1044,"NOT SIGNIFICANT"
"2500",635520,4331160,0.00653582587291689,0.00569894751941763,0.163395646822922,"MID",30,38.4180564880371,"Northeast",1039,"SIGNIFICANT"
"2501",635520,4331190,0.00823532917461662,0.0124729199643866,0.205883229365416,"MID",30,31.7594795227051,"Northeast",1037,"SIGNIFICANT"
"2502",635520,4331220,0.00716916295018937,0.0124297032848986,0.179229073754734,"MID",0,9.46232223510742,"North",1034,"SIGNIFICANT"
"2503",635520,4331250,0.00562868188966459,0.048941701957755,0.140717047241615,"MID",0,345.256439208984,"North",1031,"SIGNIFICANT"
"2504",635520,4331280,0.00480658679399051,0.117486566293926,0.120164669849763,"LOW",30,291.037506103516,"West",1029,"NOT SIGNIFICANT"
"2505",635520,4331310,0.0092147494367983,0.00744817493392639,0.230368735919958,"LOW",30,273.814086914062,"West",1030,"SIGNIFICANT"
"2506",635520,4331340,0.00644853142770992,0.0538649485475529,0.161213285692748,"LOW",42.4264068603516,278.130096435547,"West",1029,"NOT SIGNIFICANT"
"2507",635520,4331370,0.0060326159000397,0.0730949812830958,0.150815397500993,"LOW",67.0820388793945,237.094757080078,"Southwest",1029,"NOT SIGNIFICANT"
"2508",635520,4331400,0.00862783831168518,0.00669628209632597,0.21569595779213,"MID",84.8528137207031,227.489547729492,"Southwest",1032,"SIGNIFICANT"
"2509",635520,4331430,0.00798783256401363,0.00539030572064329,0.199695814100341,"MID",108.166542053223,226.97492980957,"Southwest",1035,"SIGNIFICANT"
"2510",635520,4331460,0.00617323732026351,0.00311137763237356,0.154330933006588,"MID",127.279220581055,233.130096435547,"Southwest",1039,"SIGNIFICANT"
"2511",635520,4331490,0.00767495222662957,0.0135778282445368,0.191873805665739,"MID",150,235.885528564453,"Southwest",1040,"SIGNIFICANT"
"2512",635520,4331520,0.00685833576693233,0.0113587433207419,0.171458394173308,"MID",169.705627441406,227.12109375,"Southwest",1044,"SIGNIFICANT"
"2513",635520,4331550,0.00587104696297715,0.0339766979274372,0.146776174074429,"MID",192.093734741211,229.763641357422,"Southwest",1048,"SIGNIFICANT"
"2514",635520,4331580,0.00498381706095859,0.0348050007979895,0.124595426523965,"MID",212.132034301758,232.125015258789,"Southwest",1050,"SIGNIFICANT"
"2515",635520,4331610,0.0067160372920609,0.0325019135100979,0.167900932301523,"MID",234.307495117188,227.385940551758,"Southwest",1053,"SIGNIFICANT"
"2516",635520,4331640,0.00637950280039128,0.0178192167893754,0.159487570009782,"MID",258.069763183594,244.653823852539,"Southwest",1056,"SIGNIFICANT"
"2517",635520,4331670,0.00415109986926648,0.0294957213236393,0.103777496731662,"MID",283.019439697266,307.405364990234,"Northwest",1055,"SIGNIFICANT"
"2518",635520,4331700,0.00286644409367395,0.0623338172726809,0.0716611023418487,"MID",308.868896484375,320.440338134766,"Northwest",1052,"NOT SIGNIFICANT"
"2519",635520,4331730,0.00216510345417016,0.076540103339782,0.054127586354254,"MID",335.410186767578,311.820159912109,"Northwest",1049,"NOT SIGNIFICANT"
"2520",635520,4331760,0.00298272044122369,0.00304009273292142,0.0745680110305923,"MID",362.491394042969,310.914398193359,"Northwest",1048,"SIGNIFICANT"
"2521",635520,4331790,0.00243892555277623,0.201223763942503,0.0609731388194057,"MID",390,329.036254882812,"Northwest",1046,"NOT SIGNIFICANT"
"2522",635520,4331820,0.00218217395482845,0.224403801189361,0.0545543488707113,"MID",416.773315429688,343.300750732422,"North",1044,"NOT SIGNIFICANT"
"2523",635520,4331850,0.00506420976375322,0.0265515455918452,0.12660524409383,"MID",442.944702148438,340.201110839844,"North",1041,"SIGNIFICANT"
"2524",635520,4331880,0.00589983509557474,0.0254380985587549,0.147495877389368,"MID",468.614990234375,320.194427490234,"Northwest",1038,"SIGNIFICANT"
"2525",635550,4330110,0.00635320520196981,0.0188067900534454,0.158830130049245,NA,445.982055664062,0,"North",0,"SIGNIFICANT"
"2526",635550,4330140,0.00409781914614236,0.0508064304872847,0.102445478653559,"HIGH",426.380126953125,304.380340576172,"Northwest",1149,"NOT SIGNIFICANT"
"2527",635550,4330170,0.00471585580947062,0.0622254758900365,0.117896395236766,"HIGH",408.044128417969,291.801422119141,"West",1147,"NOT SIGNIFICANT"
"2528",635550,4330200,0.00637254996958467,0.00153123248772024,0.159313749239617,"HIGH",391.152130126953,311.820159912109,"Northwest",1147,"SIGNIFICANT"
"2529",635550,4330230,0.00607654980604695,0.0194231257495832,0.151913745151174,"HIGH",375.89892578125,344.475891113281,"North",1143,"SIGNIFICANT"
"2530",635550,4330260,0.00687551880961244,0.00499779436201056,0.171887970240311,"HIGH",362.491394042969,353.659820556641,"North",1138,"SIGNIFICANT"
"2531",635550,4330290,0.00395302452638858,0.0364095703595501,0.0988256131597144,"HIGH",351.140991210938,300.963745117188,"Northwest",1136,"SIGNIFICANT"
"2532",635550,4330320,0.00220438613941151,0.2082128619003,0.0551096534852878,"HIGH",342.052612304688,270,"West",1138,"NOT SIGNIFICANT"
"2533",635550,4330350,0.00319348701929407,0.24946454486779,0.0798371754823517,"HIGH",335.410186767578,318.814086914062,"Northwest",1137,"NOT SIGNIFICANT"
"2534",635550,4330380,0.00188512161993459,0.328957277145036,0.0471280404983647,"HIGH",331.36083984375,327.804260253906,"Northwest",1134,"NOT SIGNIFICANT"
"2535",635550,4330410,0.00249479122660274,0.0178657118674403,0.0623697806650684,"HIGH",330,331.927520751953,"Northwest",1130,"SIGNIFICANT"
"2536",635550,4330440,0.00317577744462969,0.0229276653887697,0.0793944361157423,"HIGH",330,333.434936523438,"Northwest",1126,"SIGNIFICANT"
"2537",635550,4330470,0.00519620144425524,0.00978604034069384,0.129905036106381,"HIGH",330,318.814086914062,"Northwest",1123,"SIGNIFICANT"
"2538",635550,4330500,0.0051350489914564,0.0132279652778414,0.12837622478641,"HIGH",330,329.931427001953,"Northwest",1122,"SIGNIFICANT"
"2539",635550,4330530,0.00616353578993056,0.0328340314417644,0.154088394748264,"HIGH",330,345.963745117188,"North",1118,"SIGNIFICANT"
"2540",635550,4330560,0.0101570080974868,0.00583598276495656,0.25392520243717,"HIGH",330,341.565063476562,"North",1114,"SIGNIFICANT"
"2541",635550,4330590,0.0116710409449192,0.00105863310167557,0.291776023622981,"HIGH",330,342.758544921875,"North",1111,"SIGNIFICANT"
"2542",635550,4330620,0.0090936554418218,0.000580475544530635,0.227341386045545,"HIGH",318.904388427734,349.992034912109,"North",1107,"SIGNIFICANT"
"2543",635550,4330650,0.00791013789133234,0.00125385881577542,0.197753447283308,"HIGH",295.465728759766,1.97493398189545,"North",1103,"SIGNIFICANT"
"2544",635550,4330680,0.00593277912195276,0.0627603932386748,0.148319478048819,"HIGH",268.328155517578,23.7494945526123,"Northeast",1100,"NOT SIGNIFICANT"
"2545",635550,4330710,0.00803556324217331,0.00529085921415705,0.200889081054333,"HIGH",241.867736816406,37.2348327636719,"Northeast",1097,"SIGNIFICANT"
"2546",635550,4330740,0.00851604453581778,0.00925401860370826,0.212901113395444,"HIGH",216.333084106445,45,"Northeast",1094,"SIGNIFICANT"
"2547",635550,4330770,0.00897619937043335,0.00227347503371887,0.224404984260834,"MID",192.093734741211,50.4403305053711,"Northeast",1091,"SIGNIFICANT"
"2548",635550,4330800,0.00622845772644717,0.0357085136053556,0.155711443161179,"MID",169.705627441406,45,"Northeast",1089,"SIGNIFICANT"
"2549",635550,4330830,0.0025044413679678,0.113647061682787,0.0626110341991949,"MID",150,37.2348327636719,"Northeast",1086,"NOT SIGNIFICANT"
"2550",635550,4330860,0.00442266025213864,0.00297324552541147,0.110566506303466,"MID",134.164077758789,37.1466865539551,"Northeast",1082,"SIGNIFICANT"
"2551",635550,4330890,0.0035133549629331,0.0354060366717032,0.0878338740733275,"MID",123.693168640137,43.4518432617188,"Northeast",1077,"SIGNIFICANT"
"2552",635550,4330920,0.00338735644566697,0.0546063640384763,0.0846839111416742,"MID",108.166542053223,49.0856170654297,"Northeast",1072,"NOT SIGNIFICANT"
"2553",635550,4330950,0.00322649954000724,0.073198461228529,0.080662488500181,"MID",94.8683319091797,50.4403305053711,"Northeast",1067,"NOT SIGNIFICANT"
"2554",635550,4330980,0.00350694365635483,0.052635631933497,0.0876735914088708,"MID",84.8528137207031,49.6354637145996,"Northeast",1063,"NOT SIGNIFICANT"
"2555",635550,4331010,0.000867123963780391,0.269183636071321,0.0216780990945098,"MID",67.0820388793945,46.7357063293457,"Northeast",1059,"NOT SIGNIFICANT"
"2556",635550,4331040,0.00323301918057771,0.030627855315667,0.0808254795144428,"MID",60,48.8140754699707,"Northeast",1055,"SIGNIFICANT"
"2557",635550,4331070,0.00150176910068703,0.231695106001945,0.0375442275171758,"MID",42.4264068603516,45,"Northeast",1052,"NOT SIGNIFICANT"
"2558",635550,4331100,0.00159955879076769,0.193995467913069,0.0399889697691923,"MID",30,31.3730049133301,"Northeast",1047,"NOT SIGNIFICANT"
"2559",635550,4331130,0.00369289723249993,0.0417177583870657,0.0923224308124982,"MID",30,19.3589935302734,"North",1041,"SIGNIFICANT"
"2560",635550,4331160,0.00811517648489975,0.0112427020251349,0.202879412122494,"MID",0,5.71059322357178,"North",1037,"SIGNIFICANT"
"2561",635550,4331190,0.00816032895249098,0.0105099593172833,0.204008223812275,"MID",0,333.434936523438,"Northwest",1036,"SIGNIFICANT"
"2562",635550,4331220,0.00761704784442286,0.00532089797637659,0.190426196110572,"MID",0,318.814086914062,"Northwest",1034,"SIGNIFICANT"
"2563",635550,4331250,0.0068185268229553,0.00904420642274411,0.170463170573883,"MID",30,297.645965576172,"Northwest",1032,"SIGNIFICANT"
"2564",635550,4331280,0.00658657117621544,0.00696465111037414,0.164664279405386,"LOW",42.4264068603516,274.763641357422,"West",1032,"SIGNIFICANT"
"2565",635550,4331310,0.00928519708093059,0.0056553188695912,0.232129927023265,"MID",60,277.431396484375,"West",1032,"SIGNIFICANT"
"2566",635550,4331340,0.00676388160523697,0.024427991897354,0.169097040130924,"LOW",67.0820388793945,267.709381103516,"West",1031,"SIGNIFICANT"
"2567",635550,4331370,0.00681956906627626,0.0146172193335188,0.170489226656906,"MID",84.8528137207031,241.927505493164,"Southwest",1032,"SIGNIFICANT"
"2568",635550,4331400,0.00705159612200383,0.000893962434299667,0.176289903050096,"MID",108.166542053223,230.906143188477,"Southwest",1035,"SIGNIFICANT"
"2569",635550,4331430,0.00738660586783834,0.00282830577891147,0.184665146695958,"MID",127.279220581055,226.789916992188,"Southwest",1039,"SIGNIFICANT"
"2570",635550,4331460,0.00765503212481682,0.025712345727778,0.191375803120421,"MID",150,233.880661010742,"Southwest",1043,"SIGNIFICANT"
"2571",635550,4331490,0.00737863738991534,0.0147288351086155,0.184465934747883,"MID",169.705627441406,243.434951782227,"Southwest",1046,"SIGNIFICANT"
"2572",635550,4331520,0.00998520641644623,0.00832804419692318,0.249630160411156,"MID",192.093734741211,241.504364013672,"Southwest",1048,"SIGNIFICANT"
"2573",635550,4331550,0.00823045886306149,0.00309584311670673,0.205761471576537,"MID",212.132034301758,235.304840087891,"Southwest",1050,"SIGNIFICANT"
"2574",635550,4331580,0.00713655039267334,0.00624692251953046,0.178413759816833,"MID",234.307495117188,225,"Southwest",1053,"SIGNIFICANT"
"2575",635550,4331610,0.00442705469201426,0.133062418461896,0.110676367300357,"MID",254.558441162109,225,"Southwest",1056,"NOT SIGNIFICANT"
"2576",635550,4331640,0.00464787922599212,0.0706144142500138,0.116196980649803,"MID",276.586334228516,251.565048217773,"West",1057,"NOT SIGNIFICANT"
"2577",635550,4331670,0.00268663200014673,0.154237069501136,0.0671658000036683,"MID",300,304.695159912109,"Northwest",1057,"NOT SIGNIFICANT"
"2578",635550,4331700,0.00331634053536911,0.0304543825794812,0.0829085133842277,"MID",324.499603271484,315,"Northwest",1055,"SIGNIFICANT"
"2579",635550,4331730,0.00348142151946257,0.0283911870532364,0.0870355379865643,"MID",349.857116699219,312.137603759766,"Northwest",1052,"SIGNIFICANT"
"2580",635550,4331760,0.00213619913623503,0.127984945323797,0.0534049784058757,"MID",375.89892578125,318.179840087891,"Northwest",1050,"NOT SIGNIFICANT"
"2581",635550,4331790,0.00149481821905431,0.343540837720394,0.0373704554763577,"MID",402.492248535156,325.619659423828,"Northwest",1047,"NOT SIGNIFICANT"
"2582",635550,4331820,0.00157588461646241,0.0780350893110334,0.0393971154115603,"MID",429.534637451172,329.036254882812,"Northwest",1045,"NOT SIGNIFICANT"
"2583",635550,4331850,0.00331273771512776,0.0903906920765859,0.0828184428781941,"MID",456.946380615234,328.240509033203,"Northwest",1042,"NOT SIGNIFICANT"
"2584",635580,4330080,0.00481303690188096,0.0601991623033302,0.120325922547024,NA,445.982055664062,0,"North",0,"NOT SIGNIFICANT"
"2585",635580,4330110,0.0090874391619327,0.00605851753145378,0.227185979048318,"HIGH",424.264068603516,320.710601806641,"Northwest",1155,"SIGNIFICANT"
"2586",635580,4330140,0.00496943094619623,0.127506028746488,0.124235773654906,"HIGH",403.608734130859,312.273681640625,"Northwest",1151,"NOT SIGNIFICANT"
"2587",635580,4330170,0.00672080551791027,0.00418346014476208,0.168020137947757,"HIGH",384.187469482422,290.224853515625,"West",1150,"SIGNIFICANT"
"2588",635580,4330200,0.00433085432553934,0.0535764394607821,0.108271358138484,"HIGH",366.196655273438,326.888671875,"Northwest",1150,"NOT SIGNIFICANT"
"2589",635580,4330230,0.00550237917375453,0.0153487301696408,0.137559479343863,"HIGH",349.857116699219,350.134185791016,"North",1144,"SIGNIFICANT"
"2590",635580,4330260,0.00526889643124095,0.010462656824209,0.131722410781024,"HIGH",335.410186767578,358.152404785156,"North",1138,"SIGNIFICANT"
"2591",635580,4330290,0.00317218365981121,0.0841526169550248,0.0793045914952802,"HIGH",323.109893798828,59.0362434387207,"Northeast",1137,"NOT SIGNIFICANT"
"2592",635580,4330320,0.00241277206570713,0.144349429333301,0.0603193016426783,"HIGH",313.209197998047,80.5376815795898,"East",1138,"NOT SIGNIFICANT"
"2593",635580,4330350,0.00135424640257373,0.60104485651691,0.0338561600643433,"HIGH",305.941162109375,48.5763359069824,"Northeast",1137,"NOT SIGNIFICANT"
"2594",635580,4330380,0.00195504203985259,0.128896730759387,0.0488760509963148,"HIGH",301.496276855469,33.6900672912598,"Northeast",1135,"NOT SIGNIFICANT"
"2595",635580,4330410,0.0013243604478743,0.0352626298803526,0.0331090111968576,"HIGH",300,21.8014087677002,"North",1131,"SIGNIFICANT"
"2596",635580,4330440,0.00245017430820208,0.183521318556825,0.0612543577050521,"HIGH",300,15.6422462463379,"North",1127,"NOT SIGNIFICANT"
"2597",635580,4330470,0.00399660244401925,0.00544685803013128,0.0999150611004812,"HIGH",300,16.3895397186279,"North",1124,"SIGNIFICANT"
"2598",635580,4330500,0.0053811373512437,0.00675968893409756,0.134528433781093,"HIGH",300,21.0375118255615,"North",1123,"SIGNIFICANT"
"2599",635580,4330530,0.00384373487426489,0.127203272922661,0.0960933718566223,"HIGH",300,25.2011241912842,"Northeast",1118,"NOT SIGNIFICANT"
"2600",635580,4330560,0.00450545512959551,0.0304555212524224,0.112636378239888,"HIGH",300,35.1341934204102,"Northeast",1115,"SIGNIFICANT"
"2601",635580,4330590,0.00469126579668241,0.0129283273469622,0.11728164491706,"HIGH",300,33.6900672912598,"Northeast",1112,"SIGNIFICANT"
"2602",635580,4330620,0.00544678756835124,0.0135062080196851,0.136169689208781,"HIGH",300,29.5778388977051,"Northeast",1107,"SIGNIFICANT"
"2603",635580,4330650,0.00569886839914445,0.00318922457708418,0.142471709978611,"HIGH",276.586334228516,34.0459365844727,"Northeast",1102,"SIGNIFICANT"
"2604",635580,4330680,0.00599982256119881,0.0319842643205532,0.14999556402997,"HIGH",254.558441162109,43.210090637207,"Northeast",1097,"SIGNIFICANT"
"2605",635580,4330710,0.0047834190223503,0.0639170120624256,0.119585475558758,"HIGH",228.473190307617,50.3558235168457,"Northeast",1093,"NOT SIGNIFICANT"
"2606",635580,4330740,0.00697586315622549,0.000869178050612414,0.174396578905637,"MID",201.246124267578,56.6893692016602,"Northeast",1089,"SIGNIFICANT"
"2607",635580,4330770,0.00404620850071646,0.0451791543924032,0.101155212517912,"MID",174.928558349609,63.4349479675293,"Northeast",1087,"SIGNIFICANT"
"2608",635580,4330800,0.00229892280399071,0.185467949910911,0.0574730700997679,"MID",150,60.2551193237305,"Northeast",1085,"NOT SIGNIFICANT"
"2609",635580,4330830,0.00261987958895842,0.137983983240154,0.0654969897239605,"MID",127.279220581055,45,"Northeast",1083,"NOT SIGNIFICANT"
"2610",635580,4330860,0.00408136321819211,0.102282590839565,0.102034080454803,"MID",108.166542053223,34.9920196533203,"Northeast",1079,"NOT SIGNIFICANT"
"2611",635580,4330890,0.00338220426899297,0.140904714162853,0.0845551067248242,"MID",94.8683319091797,34.8244895935059,"Northeast",1073,"NOT SIGNIFICANT"
"2612",635580,4330920,0.00358401612358167,0.212927187867164,0.0896004030895418,"MID",84.8528137207031,39.143985748291,"Northeast",1067,"NOT SIGNIFICANT"
"2613",635580,4330950,0.00297833731384322,0.329815620918084,0.0744584328460805,"MID",67.0820388793945,45,"Northeast",1062,"NOT SIGNIFICANT"
"2614",635580,4330980,0.0065324837319135,0.00678369365109104,0.163312093297838,"MID",60,48.6913871765137,"Northeast",1058,"SIGNIFICANT"
"2615",635580,4331010,0.00114582533649826,0.215662582924366,0.0286456334124565,"MID",42.4264068603516,46.9091529846191,"Northeast",1055,"NOT SIGNIFICANT"
"2616",635580,4331040,0.00386677146832348,0.0803875711634082,0.0966692867080871,"MID",30,47.1210975646973,"Northeast",1051,"NOT SIGNIFICANT"
"2617",635580,4331070,0.00460715568225957,0.0120497950725772,0.115178892056489,"MID",30,40.0302581787109,"Northeast",1048,"SIGNIFICANT"
"2618",635580,4331100,0.00317922575185237,0.138215620915823,0.0794806437963093,"MID",0,14.5344552993774,"North",1044,"NOT SIGNIFICANT"
"2619",635580,4331130,0.00645741754755718,0.0469366571363752,0.161435438688929,"MID",0,335.556030273438,"Northwest",1041,"SIGNIFICANT"
"2620",635580,4331160,0.00877976688968539,0.0151140975916159,0.219494172242135,"MID",0,298.610473632812,"Northwest",1039,"SIGNIFICANT"
"2621",635580,4331190,0.00520103350099558,0.0619670309067536,0.130025837524889,"MID",30,282.094757080078,"West",1038,"NOT SIGNIFICANT"
"2622",635580,4331220,0.00655615679500751,0.0178950928426004,0.163903919875188,"MID",30,285.255126953125,"West",1038,"SIGNIFICANT"
"2623",635580,4331250,0.00855924150835934,0.0131180911348404,0.213981037708983,"MID",42.4264068603516,280.713134765625,"West",1036,"SIGNIFICANT"
"2624",635580,4331280,0.00508639176346574,0.0284640849617175,0.127159794086643,"MID",67.0820388793945,274.635467529297,"West",1036,"SIGNIFICANT"
"2625",635580,4331310,0.00593569209858385,0.0118044196787233,0.148392302464596,"MID",84.8528137207031,276.340179443359,"West",1035,"SIGNIFICANT"
"2626",635580,4331340,0.00814365240355882,0.00407432316364986,0.20359131008897,"MID",94.8683319091797,263.659820556641,"West",1035,"SIGNIFICANT"
"2627",635580,4331370,0.00746411600657964,0.0111925735773315,0.186602900164491,"MID",108.166542053223,243.434951782227,"Southwest",1037,"SIGNIFICANT"
"2628",635580,4331400,0.00843054977926491,0.00694993932650417,0.210763744481623,"MID",127.279220581055,234.162353515625,"Southwest",1040,"SIGNIFICANT"
"2629",635580,4331430,0.00915661875003725,0.0108639454730796,0.228915468750931,"MID",150,228.366455078125,"Southwest",1043,"SIGNIFICANT"
"2630",635580,4331460,0.00800179970657926,0.00430314879810656,0.200044992664481,"MID",169.705627441406,230.355819702148,"Southwest",1048,"SIGNIFICANT"
"2631",635580,4331490,0.00811449281670948,0.00427122081282601,0.202862320417737,"MID",192.093734741211,239.534454345703,"Southwest",1051,"SIGNIFICANT"
"2632",635580,4331520,0.00695075451744809,0.0136687802311705,0.173768862936202,"MID",212.132034301758,248.498565673828,"West",1053,"SIGNIFICANT"
"2633",635580,4331550,0.00443977567487945,0.0732496831249634,0.110994391871986,"MID",234.307495117188,248.198593139648,"West",1054,"NOT SIGNIFICANT"
"2634",635580,4331580,0.00670145911080343,0.0193322662549772,0.167536477770086,"MID",254.558441162109,235.304840087891,"Southwest",1055,"SIGNIFICANT"
"2635",635580,4331610,0.00226651698642368,0.63586772848701,0.0566629246605919,"MID",276.586334228516,244.653823852539,"Southwest",1058,"NOT SIGNIFICANT"
"2636",635580,4331640,0.00514621977992642,0.0890542867346919,0.12865549449816,"MID",296.98486328125,275.194427490234,"West",1058,"NOT SIGNIFICANT"
