"","x","y","ndvi86","ndvi11","class"
"1698",635130,4330170,2,2,4
"1699",635130,4330200,2,2,4
"1700",635130,4330230,2,2,4
"1701",635130,4330260,2,2,4
"1702",635130,4330290,2,2,4
"1703",635130,4330320,2,2,4
"1704",635130,4330350,2,2,4
"1705",635130,4330380,2,2,4
"1706",635130,4330410,2,2,4
"1707",635130,4330440,1,2,2
"1708",635130,4330470,2,2,4
"1709",635130,4330500,2,2,4
"1710",635130,4330530,2,2,4
"1711",635130,4330560,2,2,4
"1712",635130,4330590,2,2,4
"1713",635130,4330620,2,2,4
"1714",635130,4330650,2,2,4
"1715",635130,4330680,2,2,4
"1716",635130,4330710,2,2,4
"1717",635130,4330740,2,2,4
"1718",635130,4330770,2,2,4
"1719",635130,4330800,1,1,1
"1720",635130,4330830,1,1,1
"1721",635130,4330860,1,1,1
"1722",635130,4330890,1,1,1
"1723",635130,4330920,1,1,1
"1724",635130,4330950,1,1,1
"1725",635130,4330980,1,2,2
"1726",635130,4331010,1,1,1
"1727",635130,4331040,1,1,1
"1728",635130,4331070,1,1,1
"1729",635130,4331100,1,1,1
"1730",635130,4331130,1,1,1
"1731",635130,4331160,1,1,1
"1732",635130,4331190,2,2,4
"1733",635130,4331220,2,2,4
"1734",635130,4331250,2,2,4
"1735",635130,4331280,1,2,2
"1736",635130,4331310,1,2,2
"1737",635130,4331340,1,1,1
"1738",635130,4331370,1,1,1
"1739",635130,4331400,1,1,1
"1740",635130,4331430,1,2,2
"1741",635130,4331460,2,2,4
"1742",635130,4331490,2,2,4
"1743",635130,4331520,2,2,4
"1744",635130,4331550,2,2,4
"1745",635130,4331580,2,2,4
"1746",635130,4331610,2,2,4
"1747",635130,4331640,2,2,4
"1748",635130,4331670,1,2,2
"1749",635130,4331700,1,2,2
"1750",635130,4331730,1,1,1
"1751",635130,4331760,1,1,1
"1752",635130,4331790,1,2,2
"1753",635130,4331820,1,1,1
"1754",635130,4331850,1,1,1
"1755",635130,4331880,1,1,1
"1756",635130,4331910,1,1,1
"1757",635160,4330170,2,2,4
"1758",635160,4330200,2,2,4
"1759",635160,4330230,2,2,4
"1760",635160,4330260,2,2,4
"1761",635160,4330290,2,2,4
"1762",635160,4330320,2,2,4
"1763",635160,4330350,2,2,4
"1764",635160,4330380,2,2,4
"1765",635160,4330410,2,2,4
"1766",635160,4330440,2,2,4
"1767",635160,4330470,2,2,4
"1768",635160,4330500,2,2,4
"1769",635160,4330530,2,2,4
"1770",635160,4330560,2,2,4
"1771",635160,4330590,2,2,4
"1772",635160,4330620,2,2,4
"1773",635160,4330650,2,2,4
"1774",635160,4330680,2,2,4
"1775",635160,4330710,2,2,4
"1776",635160,4330740,1,1,1
"1777",635160,4330770,1,1,1
"1778",635160,4330800,1,1,1
"1779",635160,4330830,1,1,1
"1780",635160,4330860,1,1,1
"1781",635160,4330890,1,1,1
"1782",635160,4330920,1,1,1
"1783",635160,4330950,1,2,2
"1784",635160,4330980,1,2,2
"1785",635160,4331010,2,2,4
"1786",635160,4331040,1,1,1
"1787",635160,4331070,1,1,1
"1788",635160,4331100,1,1,1
"1789",635160,4331130,1,1,1
"1790",635160,4331160,1,1,1
"1791",635160,4331190,1,2,2
"1792",635160,4331220,2,2,4
"1793",635160,4331250,1,2,2
"1794",635160,4331280,1,2,2
"1795",635160,4331310,1,1,1
"1796",635160,4331340,1,1,1
"1797",635160,4331370,1,1,1
"1798",635160,4331400,1,1,1
"1799",635160,4331430,1,1,1
"1800",635160,4331460,1,2,2
"1801",635160,4331490,2,2,4
"1802",635160,4331520,2,2,4
"1803",635160,4331550,2,2,4
"1804",635160,4331580,2,2,4
"1805",635160,4331610,2,2,4
"1806",635160,4331640,2,2,4
"1807",635160,4331670,1,2,2
"1808",635160,4331700,1,2,2
"1809",635160,4331730,1,1,1
"1810",635160,4331760,1,1,1
"1811",635160,4331790,1,2,2
"1812",635160,4331820,1,1,1
"1813",635160,4331850,1,1,1
"1814",635160,4331880,1,1,1
"1815",635160,4331910,1,2,2
"1816",635190,4330170,2,2,4
"1817",635190,4330200,2,2,4
"1818",635190,4330230,2,2,4
"1819",635190,4330260,2,2,4
"1820",635190,4330290,2,2,4
"1821",635190,4330320,2,2,4
"1822",635190,4330350,2,2,4
"1823",635190,4330380,2,2,4
"1824",635190,4330410,2,2,4
"1825",635190,4330440,2,2,4
"1826",635190,4330470,2,2,4
"1827",635190,4330500,2,2,4
"1828",635190,4330530,2,2,4
"1829",635190,4330560,2,2,4
"1830",635190,4330590,2,2,4
"1831",635190,4330620,2,2,4
"1832",635190,4330650,2,2,4
"1833",635190,4330680,2,2,4
"1834",635190,4330710,2,2,4
"1835",635190,4330740,1,1,1
"1836",635190,4330770,1,1,1
"1837",635190,4330800,1,2,2
"1838",635190,4330830,2,2,4
"1839",635190,4330860,1,1,1
"1840",635190,4330890,1,1,1
"1841",635190,4330920,1,1,1
"1842",635190,4330950,1,1,1
"1843",635190,4330980,1,2,2
"1844",635190,4331010,1,2,2
"1845",635190,4331040,1,1,1
"1846",635190,4331070,1,1,1
"1847",635190,4331100,1,2,2
"1848",635190,4331130,1,1,1
"1849",635190,4331160,1,1,1
"1850",635190,4331190,1,1,1
"1851",635190,4331220,1,2,2
"1852",635190,4331250,1,1,1
"1853",635190,4331280,1,1,1
"1854",635190,4331310,1,1,1
"1855",635190,4331340,1,1,1
"1856",635190,4331370,1,1,1
"1857",635190,4331400,1,1,1
"1858",635190,4331430,1,1,1
"1859",635190,4331460,1,2,2
"1860",635190,4331490,2,2,4
"1861",635190,4331520,2,2,4
"1862",635190,4331550,2,2,4
"1863",635190,4331580,1,2,2
"1864",635190,4331610,1,2,2
"1865",635190,4331640,2,2,4
"1866",635190,4331670,1,2,2
"1867",635190,4331700,1,2,2
"1868",635190,4331730,1,2,2
"1869",635190,4331760,1,1,1
"1870",635190,4331790,1,1,1
"1871",635190,4331820,1,1,1
"1872",635190,4331850,1,1,1
"1873",635190,4331880,1,1,1
"1874",635190,4331910,1,2,2
"1875",635220,4330170,2,2,4
"1876",635220,4330200,2,2,4
"1877",635220,4330230,2,2,4
"1878",635220,4330260,2,2,4
"1879",635220,4330290,2,2,4
"1880",635220,4330320,2,2,4
"1881",635220,4330350,2,2,4
"1882",635220,4330380,1,2,2
"1883",635220,4330410,1,2,2
"1884",635220,4330440,2,2,4
"1885",635220,4330470,2,2,4
"1886",635220,4330500,2,2,4
"1887",635220,4330530,2,2,4
"1888",635220,4330560,2,2,4
"1889",635220,4330590,2,2,4
"1890",635220,4330620,1,1,1
"1891",635220,4330650,1,1,1
"1892",635220,4330680,1,2,2
"1893",635220,4330710,1,1,1
"1894",635220,4330740,1,1,1
"1895",635220,4330770,1,1,1
"1896",635220,4330800,1,1,1
"1897",635220,4330830,2,2,4
"1898",635220,4330860,2,2,4
"1899",635220,4330890,1,1,1
"1900",635220,4330920,1,1,1
"1901",635220,4330950,1,1,1
"1902",635220,4330980,1,1,1
"1903",635220,4331010,1,1,1
"1904",635220,4331040,1,1,1
"1905",635220,4331070,1,1,1
"1906",635220,4331100,1,1,1
"1907",635220,4331130,1,1,1
"1908",635220,4331160,1,1,1
"1909",635220,4331190,1,1,1
"1910",635220,4331220,1,1,1
"1911",635220,4331250,1,1,1
"1912",635220,4331280,1,1,1
"1913",635220,4331310,1,1,1
"1914",635220,4331340,1,1,1
"1915",635220,4331370,1,1,1
"1916",635220,4331400,1,1,1
"1917",635220,4331430,1,2,2
"1918",635220,4331460,2,2,4
"1919",635220,4331490,2,2,4
"1920",635220,4331520,2,2,4
"1921",635220,4331550,1,2,2
"1922",635220,4331580,1,2,2
"1923",635220,4331610,2,2,4
"1924",635220,4331640,2,2,4
"1925",635220,4331670,2,2,4
"1926",635220,4331700,1,2,2
"1927",635220,4331730,1,2,2
"1928",635220,4331760,1,2,2
"1929",635220,4331790,1,1,1
"1930",635220,4331820,1,1,1
"1931",635220,4331850,1,1,1
"1932",635220,4331880,1,2,2
"1933",635250,4330140,2,2,4
"1934",635250,4330170,2,2,4
"1935",635250,4330200,2,2,4
"1936",635250,4330230,2,2,4
"1937",635250,4330260,2,2,4
"1938",635250,4330290,2,2,4
"1939",635250,4330320,1,2,2
"1940",635250,4330350,2,2,4
"1941",635250,4330380,2,2,4
"1942",635250,4330410,1,2,2
"1943",635250,4330440,1,2,2
"1944",635250,4330470,2,2,4
"1945",635250,4330500,2,2,4
"1946",635250,4330530,2,1,3
"1947",635250,4330560,2,2,4
"1948",635250,4330590,2,2,4
"1949",635250,4330620,1,1,1
"1950",635250,4330650,1,1,1
"1951",635250,4330680,1,1,1
"1952",635250,4330710,1,1,1
"1953",635250,4330740,1,1,1
"1954",635250,4330770,1,1,1
"1955",635250,4330800,1,1,1
"1956",635250,4330830,1,2,2
"1957",635250,4330860,2,2,4
"1958",635250,4330890,2,1,3
"1959",635250,4330920,1,1,1
"1960",635250,4330950,1,1,1
"1961",635250,4330980,1,1,1
"1962",635250,4331010,1,1,1
"1963",635250,4331040,1,1,1
"1964",635250,4331070,1,1,1
"1965",635250,4331100,1,1,1
"1966",635250,4331130,1,1,1
"1967",635250,4331160,1,1,1
"1968",635250,4331190,1,1,1
"1969",635250,4331220,1,1,1
"1970",635250,4331250,1,2,2
"1971",635250,4331280,1,1,1
"1972",635250,4331310,1,1,1
"1973",635250,4331340,1,1,1
"1974",635250,4331370,1,1,1
"1975",635250,4331400,1,1,1
"1976",635250,4331430,1,2,2
"1977",635250,4331460,2,2,4
"1978",635250,4331490,2,2,4
"1979",635250,4331520,2,2,4
"1980",635250,4331550,1,2,2
"1981",635250,4331580,1,2,2
"1982",635250,4331610,1,2,2
"1983",635250,4331640,2,2,4
"1984",635250,4331670,2,2,4
"1985",635250,4331700,2,2,4
"1986",635250,4331730,1,1,1
"1987",635250,4331760,1,1,1
"1988",635250,4331790,1,1,1
"1989",635250,4331820,1,1,1
"1990",635250,4331850,1,2,2
"1991",635250,4331880,2,2,4
"1992",635280,4330140,2,2,4
"1993",635280,4330170,2,2,4
"1994",635280,4330200,2,2,4
"1995",635280,4330230,2,2,4
"1996",635280,4330260,2,2,4
"1997",635280,4330290,2,2,4
"1998",635280,4330320,2,2,4
"1999",635280,4330350,1,2,2
"2000",635280,4330380,2,2,4
"2001",635280,4330410,1,1,1
"2002",635280,4330440,1,2,2
"2003",635280,4330470,2,2,4
"2004",635280,4330500,2,2,4
"2005",635280,4330530,2,1,3
"2006",635280,4330560,1,1,1
"2007",635280,4330590,1,1,1
"2008",635280,4330620,1,1,1
"2009",635280,4330650,1,1,1
"2010",635280,4330680,1,1,1
"2011",635280,4330710,1,1,1
"2012",635280,4330740,1,1,1
"2013",635280,4330770,2,2,4
"2014",635280,4330800,1,2,2
"2015",635280,4330830,2,2,4
"2016",635280,4330860,2,2,4
"2017",635280,4330890,2,1,3
"2018",635280,4330920,1,1,1
"2019",635280,4330950,1,1,1
"2020",635280,4330980,1,1,1
"2021",635280,4331010,1,1,1
"2022",635280,4331040,1,1,1
"2023",635280,4331070,1,1,1
"2024",635280,4331100,1,1,1
"2025",635280,4331130,1,1,1
"2026",635280,4331160,1,1,1
"2027",635280,4331190,1,1,1
"2028",635280,4331220,1,1,1
"2029",635280,4331250,1,1,1
"2030",635280,4331280,1,1,1
"2031",635280,4331310,1,1,1
"2032",635280,4331340,1,1,1
"2033",635280,4331370,1,1,1
"2034",635280,4331400,1,1,1
"2035",635280,4331430,1,2,2
"2036",635280,4331460,2,2,4
"2037",635280,4331490,2,2,4
"2038",635280,4331520,2,2,4
"2039",635280,4331550,1,2,2
"2040",635280,4331580,1,2,2
"2041",635280,4331610,1,2,2
"2042",635280,4331640,1,2,2
"2043",635280,4331670,2,2,4
"2044",635280,4331700,2,2,4
"2045",635280,4331730,1,2,2
"2046",635280,4331760,1,1,1
"2047",635280,4331790,1,1,1
"2048",635280,4331820,1,1,1
"2049",635280,4331850,1,2,2
"2050",635280,4331880,2,2,4
"2051",635310,4330140,2,2,4
"2052",635310,4330170,2,2,4
"2053",635310,4330200,2,2,4
"2054",635310,4330230,2,2,4
"2055",635310,4330260,2,2,4
"2056",635310,4330290,2,2,4
"2057",635310,4330320,2,2,4
"2058",635310,4330350,1,2,2
"2059",635310,4330380,2,2,4
"2060",635310,4330410,1,1,1
"2061",635310,4330440,1,1,1
"2062",635310,4330470,2,2,4
"2063",635310,4330500,2,1,3
"2064",635310,4330530,1,1,1
"2065",635310,4330560,1,1,1
"2066",635310,4330590,2,2,4
"2067",635310,4330620,1,2,2
"2068",635310,4330650,1,2,2
"2069",635310,4330680,1,1,1
"2070",635310,4330710,1,1,1
"2071",635310,4330740,1,2,2
"2072",635310,4330770,1,2,2
"2073",635310,4330800,1,2,2
"2074",635310,4330830,1,2,2
"2075",635310,4330860,1,2,2
"2076",635310,4330890,1,1,1
"2077",635310,4330920,1,1,1
"2078",635310,4330950,1,1,1
"2079",635310,4330980,1,1,1
"2080",635310,4331010,1,1,1
"2081",635310,4331040,1,1,1
"2082",635310,4331070,1,1,1
"2083",635310,4331100,1,1,1
"2084",635310,4331130,1,1,1
"2085",635310,4331160,1,1,1
"2086",635310,4331190,1,2,2
"2087",635310,4331220,1,2,2
"2088",635310,4331250,1,1,1
"2089",635310,4331280,1,1,1
"2090",635310,4331310,1,1,1
"2091",635310,4331340,1,1,1
"2092",635310,4331370,1,1,1
"2093",635310,4331400,1,2,2
"2094",635310,4331430,2,2,4
"2095",635310,4331460,2,2,4
"2096",635310,4331490,2,2,4
"2097",635310,4331520,2,2,4
"2098",635310,4331550,1,2,2
"2099",635310,4331580,1,2,2
"2100",635310,4331610,1,2,2
"2101",635310,4331640,1,1,1
"2102",635310,4331670,1,1,1
"2103",635310,4331700,1,2,2
"2104",635310,4331730,1,2,2
"2105",635310,4331760,1,1,1
"2106",635310,4331790,1,1,1
"2107",635310,4331820,1,1,1
"2108",635310,4331850,1,2,2
"2109",635310,4331880,1,2,2
"2110",635340,4330140,2,2,4
"2111",635340,4330170,2,2,4
"2112",635340,4330200,2,2,4
"2113",635340,4330230,1,2,2
"2114",635340,4330260,2,2,4
"2115",635340,4330290,2,2,4
"2116",635340,4330320,2,2,4
"2117",635340,4330350,1,2,2
"2118",635340,4330380,2,2,4
"2119",635340,4330410,2,2,4
"2120",635340,4330440,1,2,2
"2121",635340,4330470,1,1,1
"2122",635340,4330500,1,1,1
"2123",635340,4330530,1,1,1
"2124",635340,4330560,1,2,2
"2125",635340,4330590,1,2,2
"2126",635340,4330620,2,2,4
"2127",635340,4330650,2,2,4
"2128",635340,4330680,2,2,4
"2129",635340,4330710,2,2,4
"2130",635340,4330740,1,2,2
"2131",635340,4330770,2,2,4
"2132",635340,4330800,2,2,4
"2133",635340,4330830,1,1,1
"2134",635340,4330860,1,1,1
"2135",635340,4330890,1,1,1
"2136",635340,4330920,1,1,1
"2137",635340,4330950,1,1,1
"2138",635340,4330980,1,1,1
"2139",635340,4331010,1,1,1
"2140",635340,4331040,1,1,1
"2141",635340,4331070,1,1,1
"2142",635340,4331100,2,1,3
"2143",635340,4331130,1,1,1
"2144",635340,4331160,1,1,1
"2145",635340,4331190,1,1,1
"2146",635340,4331220,1,1,1
"2147",635340,4331250,1,2,2
"2148",635340,4331280,2,2,4
"2149",635340,4331310,1,1,1
"2150",635340,4331340,1,1,1
"2151",635340,4331370,1,2,2
"2152",635340,4331400,2,2,4
"2153",635340,4331430,2,2,4
"2154",635340,4331460,2,2,4
"2155",635340,4331490,1,2,2
"2156",635340,4331520,1,2,2
"2157",635340,4331550,1,2,2
"2158",635340,4331580,1,2,2
"2159",635340,4331610,1,1,1
"2160",635340,4331640,1,2,2
"2161",635340,4331670,1,1,1
"2162",635340,4331700,1,2,2
"2163",635340,4331730,1,1,1
"2164",635340,4331760,1,1,1
"2165",635340,4331790,1,1,1
"2166",635340,4331820,1,1,1
"2167",635340,4331850,1,2,2
"2168",635340,4331880,1,1,1
"2169",635370,4330140,2,2,4
"2170",635370,4330170,1,2,2
"2171",635370,4330200,1,2,2
"2172",635370,4330230,2,2,4
"2173",635370,4330260,2,2,4
"2174",635370,4330290,2,2,4
"2175",635370,4330320,2,2,4
"2176",635370,4330350,1,1,1
"2177",635370,4330380,1,1,1
"2178",635370,4330410,1,2,2
"2179",635370,4330440,2,2,4
"2180",635370,4330470,1,1,1
"2181",635370,4330500,1,1,1
"2182",635370,4330530,1,1,1
"2183",635370,4330560,1,1,1
"2184",635370,4330590,1,1,1
"2185",635370,4330620,1,2,2
"2186",635370,4330650,1,2,2
"2187",635370,4330680,2,2,4
"2188",635370,4330710,1,2,2
"2189",635370,4330740,1,2,2
"2190",635370,4330770,2,2,4
"2191",635370,4330800,2,2,4
"2192",635370,4330830,2,2,4
"2193",635370,4330860,1,1,1
"2194",635370,4330890,1,1,1
"2195",635370,4330920,1,1,1
"2196",635370,4330950,1,1,1
"2197",635370,4330980,1,1,1
"2198",635370,4331010,1,1,1
"2199",635370,4331040,1,1,1
"2200",635370,4331070,1,1,1
"2201",635370,4331100,1,2,2
"2202",635370,4331130,1,1,1
"2203",635370,4331160,1,1,1
"2204",635370,4331190,1,1,1
"2205",635370,4331220,1,1,1
"2206",635370,4331250,2,2,4
"2207",635370,4331280,2,1,3
"2208",635370,4331310,1,1,1
"2209",635370,4331340,1,2,2
"2210",635370,4331370,1,2,2
"2211",635370,4331400,2,2,4
"2212",635370,4331430,2,2,4
"2213",635370,4331460,2,2,4
"2214",635370,4331490,1,2,2
"2215",635370,4331520,1,2,2
"2216",635370,4331550,1,2,2
"2217",635370,4331580,1,1,1
"2218",635370,4331610,1,2,2
"2219",635370,4331640,1,2,2
"2220",635370,4331670,1,2,2
"2221",635370,4331700,1,2,2
"2222",635370,4331730,1,1,1
"2223",635370,4331760,1,1,1
"2224",635370,4331790,1,1,1
"2225",635370,4331820,1,1,1
"2226",635370,4331850,1,1,1
"2227",635370,4331880,1,1,1
"2228",635400,4330140,2,2,4
"2229",635400,4330170,2,2,4
"2230",635400,4330200,2,2,4
"2231",635400,4330230,2,2,4
"2232",635400,4330260,2,2,4
"2233",635400,4330290,1,2,2
"2234",635400,4330320,1,2,2
"2235",635400,4330350,1,1,1
"2236",635400,4330380,1,2,2
"2237",635400,4330410,1,2,2
"2238",635400,4330440,1,1,1
"2239",635400,4330470,1,2,2
"2240",635400,4330500,1,2,2
"2241",635400,4330530,1,2,2
"2242",635400,4330560,1,1,1
"2243",635400,4330590,1,1,1
"2244",635400,4330620,1,2,2
"2245",635400,4330650,1,2,2
"2246",635400,4330680,1,2,2
"2247",635400,4330710,1,2,2
"2248",635400,4330740,1,2,2
"2249",635400,4330770,1,2,2
"2250",635400,4330800,1,2,2
"2251",635400,4330830,1,2,2
"2252",635400,4330860,1,1,1
"2253",635400,4330890,1,1,1
"2254",635400,4330920,1,1,1
"2255",635400,4330950,1,1,1
"2256",635400,4330980,1,1,1
"2257",635400,4331010,2,1,3
"2258",635400,4331040,2,2,4
"2259",635400,4331070,2,1,3
"2260",635400,4331100,2,2,4
"2261",635400,4331130,1,1,1
"2262",635400,4331160,1,1,1
"2263",635400,4331190,1,1,1
"2264",635400,4331220,1,2,2
"2265",635400,4331250,1,2,2
"2266",635400,4331280,2,2,4
"2267",635400,4331310,2,2,4
"2268",635400,4331340,2,2,4
"2269",635400,4331370,2,2,4
"2270",635400,4331400,2,2,4
"2271",635400,4331430,2,2,4
"2272",635400,4331460,2,2,4
"2273",635400,4331490,1,2,2
"2274",635400,4331520,1,2,2
"2275",635400,4331550,1,2,2
"2276",635400,4331580,1,1,1
"2277",635400,4331610,1,2,2
"2278",635400,4331640,1,2,2
"2279",635400,4331670,1,2,2
"2280",635400,4331700,1,1,1
"2281",635400,4331730,1,1,1
"2282",635400,4331760,1,1,1
"2283",635400,4331790,1,1,1
"2284",635400,4331820,1,1,1
"2285",635400,4331850,1,1,1
"2286",635400,4331880,1,1,1
"2287",635430,4330140,2,2,4
"2288",635430,4330170,1,2,2
"2289",635430,4330200,2,2,4
"2290",635430,4330230,2,2,4
"2291",635430,4330260,2,2,4
"2292",635430,4330290,2,2,4
"2293",635430,4330320,1,2,2
"2294",635430,4330350,1,2,2
"2295",635430,4330380,2,2,4
"2296",635430,4330410,2,2,4
"2297",635430,4330440,1,1,1
"2298",635430,4330470,1,2,2
"2299",635430,4330500,1,2,2
"2300",635430,4330530,1,2,2
"2301",635430,4330560,2,2,4
"2302",635430,4330590,1,2,2
"2303",635430,4330620,2,2,4
"2304",635430,4330650,2,2,4
"2305",635430,4330680,2,2,4
"2306",635430,4330710,1,2,2
"2307",635430,4330740,1,2,2
"2308",635430,4330770,1,2,2
"2309",635430,4330800,1,2,2
"2310",635430,4330830,1,2,2
"2311",635430,4330860,1,2,2
"2312",635430,4330890,1,1,1
"2313",635430,4330920,1,1,1
"2314",635430,4330950,1,1,1
"2315",635430,4330980,1,1,1
"2316",635430,4331010,1,2,2
"2317",635430,4331040,2,1,3
"2318",635430,4331070,2,2,4
"2319",635430,4331100,2,1,3
"2320",635430,4331130,1,1,1
"2321",635430,4331160,1,1,1
"2322",635430,4331190,1,1,1
"2323",635430,4331220,2,2,4
"2324",635430,4331250,2,2,4
"2325",635430,4331280,1,2,2
"2326",635430,4331310,2,2,4
"2327",635430,4331340,2,2,4
"2328",635430,4331370,2,2,4
"2329",635430,4331400,1,2,2
"2330",635430,4331430,1,2,2
"2331",635430,4331460,1,1,1
"2332",635430,4331490,1,1,1
"2333",635430,4331520,1,1,1
"2334",635430,4331550,1,2,2
"2335",635430,4331580,1,2,2
"2336",635430,4331610,1,2,2
"2337",635430,4331640,1,2,2
"2338",635430,4331670,1,1,1
"2339",635430,4331700,1,1,1
"2340",635430,4331730,1,1,1
"2341",635430,4331760,1,1,1
"2342",635430,4331790,1,1,1
"2343",635430,4331820,1,1,1
"2344",635430,4331850,1,1,1
"2345",635430,4331880,1,1,1
"2346",635460,4330140,2,2,4
"2347",635460,4330170,2,2,4
"2348",635460,4330200,2,2,4
"2349",635460,4330230,2,2,4
"2350",635460,4330260,2,2,4
"2351",635460,4330290,2,2,4
"2352",635460,4330320,2,2,4
"2353",635460,4330350,2,2,4
"2354",635460,4330380,2,2,4
"2355",635460,4330410,2,2,4
"2356",635460,4330440,1,1,1
"2357",635460,4330470,1,1,1
"2358",635460,4330500,1,1,1
"2359",635460,4330530,1,2,2
"2360",635460,4330560,1,1,1
"2361",635460,4330590,1,2,2
"2362",635460,4330620,1,2,2
"2363",635460,4330650,1,2,2
"2364",635460,4330680,2,2,4
"2365",635460,4330710,1,2,2
"2366",635460,4330740,1,2,2
"2367",635460,4330770,1,2,2
"2368",635460,4330800,1,2,2
"2369",635460,4330830,1,2,2
"2370",635460,4330860,1,1,1
"2371",635460,4330890,1,1,1
"2372",635460,4330920,1,1,1
"2373",635460,4330950,1,1,1
"2374",635460,4330980,1,1,1
"2375",635460,4331010,2,2,4
"2376",635460,4331040,1,1,1
"2377",635460,4331070,1,1,1
"2378",635460,4331100,1,1,1
"2379",635460,4331130,2,1,3
"2380",635460,4331160,2,2,4
"2381",635460,4331190,2,2,4
"2382",635460,4331220,2,2,4
"2383",635460,4331250,1,2,2
"2384",635460,4331280,2,2,4
"2385",635460,4331310,2,2,4
"2386",635460,4331340,2,2,4
"2387",635460,4331370,2,2,4
"2388",635460,4331400,2,2,4
"2389",635460,4331430,1,2,2
"2390",635460,4331460,1,1,1
"2391",635460,4331490,1,1,1
"2392",635460,4331520,1,1,1
"2393",635460,4331550,1,2,2
"2394",635460,4331580,1,1,1
"2395",635460,4331610,1,1,1
"2396",635460,4331640,1,1,1
"2397",635460,4331670,1,1,1
"2398",635460,4331700,1,1,1
"2399",635460,4331730,1,1,1
"2400",635460,4331760,1,1,1
"2401",635460,4331790,1,1,1
"2402",635460,4331820,1,1,1
"2403",635460,4331850,1,1,1
"2404",635460,4331880,1,1,1
"2405",635490,4330110,2,2,4
"2406",635490,4330140,2,2,4
"2407",635490,4330170,2,2,4
"2408",635490,4330200,2,2,4
"2409",635490,4330230,2,2,4
"2410",635490,4330260,2,2,4
"2411",635490,4330290,1,2,2
"2412",635490,4330320,2,2,4
"2413",635490,4330350,1,1,1
"2414",635490,4330380,1,2,2
"2415",635490,4330410,1,2,2
"2416",635490,4330440,1,2,2
"2417",635490,4330470,1,2,2
"2418",635490,4330500,1,1,1
"2419",635490,4330530,1,1,1
"2420",635490,4330560,1,1,1
"2421",635490,4330590,1,2,2
"2422",635490,4330620,1,2,2
"2423",635490,4330650,1,2,2
"2424",635490,4330680,1,2,2
"2425",635490,4330710,1,2,2
"2426",635490,4330740,1,2,2
"2427",635490,4330770,1,2,2
"2428",635490,4330800,1,2,2
"2429",635490,4330830,1,2,2
"2430",635490,4330860,1,1,1
"2431",635490,4330890,1,1,1
"2432",635490,4330920,1,1,1
"2433",635490,4330950,1,1,1
"2434",635490,4330980,1,1,1
"2435",635490,4331010,2,2,4
"2436",635490,4331040,2,1,3
"2437",635490,4331070,1,1,1
"2438",635490,4331100,1,1,1
"2439",635490,4331130,1,1,1
"2440",635490,4331160,2,2,4
"2441",635490,4331190,1,2,2
"2442",635490,4331220,2,2,4
"2443",635490,4331250,2,2,4
"2444",635490,4331280,2,2,4
"2445",635490,4331310,2,2,4
"2446",635490,4331340,2,2,4
"2447",635490,4331370,2,2,4
"2448",635490,4331400,2,2,4
"2449",635490,4331430,1,2,2
"2450",635490,4331460,1,1,1
"2451",635490,4331490,1,1,1
"2452",635490,4331520,1,2,2
"2453",635490,4331550,1,1,1
"2454",635490,4331580,1,1,1
"2455",635490,4331610,1,1,1
"2456",635490,4331640,1,1,1
"2457",635490,4331670,1,1,1
"2458",635490,4331700,1,1,1
"2459",635490,4331730,1,1,1
"2460",635490,4331760,1,1,1
"2461",635490,4331790,1,1,1
"2462",635490,4331820,1,1,1
"2463",635490,4331850,1,1,1
"2464",635490,4331880,1,1,1
"2465",635520,4330110,2,2,4
"2466",635520,4330140,2,2,4
"2467",635520,4330170,2,2,4
"2468",635520,4330200,2,2,4
"2469",635520,4330230,2,2,4
"2470",635520,4330260,2,2,4
"2471",635520,4330290,1,2,2
"2472",635520,4330320,1,1,1
"2473",635520,4330350,1,1,1
"2474",635520,4330380,1,1,1
"2475",635520,4330410,1,1,1
"2476",635520,4330440,1,2,2
"2477",635520,4330470,1,2,2
"2478",635520,4330500,1,1,1
"2479",635520,4330530,1,1,1
"2480",635520,4330560,1,2,2
"2481",635520,4330590,1,2,2
"2482",635520,4330620,1,2,2
"2483",635520,4330650,1,2,2
"2484",635520,4330680,1,2,2
"2485",635520,4330710,1,2,2
"2486",635520,4330740,1,2,2
"2487",635520,4330770,1,2,2
"2488",635520,4330800,1,2,2
"2489",635520,4330830,1,1,1
"2490",635520,4330860,1,1,1
"2491",635520,4330890,1,1,1
"2492",635520,4330920,1,1,1
"2493",635520,4330950,1,1,1
"2494",635520,4330980,1,1,1
"2495",635520,4331010,1,1,1
"2496",635520,4331040,1,1,1
"2497",635520,4331070,1,1,1
"2498",635520,4331100,1,1,1
"2499",635520,4331130,1,1,1
"2500",635520,4331160,1,2,2
"2501",635520,4331190,1,2,2
"2502",635520,4331220,2,2,4
"2503",635520,4331250,2,2,4
"2504",635520,4331280,2,2,4
"2505",635520,4331310,2,2,4
"2506",635520,4331340,2,2,4
"2507",635520,4331370,2,2,4
"2508",635520,4331400,2,2,4
"2509",635520,4331430,1,2,2
"2510",635520,4331460,1,1,1
"2511",635520,4331490,1,2,2
"2512",635520,4331520,1,1,1
"2513",635520,4331550,1,1,1
"2514",635520,4331580,1,1,1
"2515",635520,4331610,1,1,1
"2516",635520,4331640,1,1,1
"2517",635520,4331670,1,1,1
"2518",635520,4331700,1,1,1
"2519",635520,4331730,1,1,1
