FID,Rowid_,GREEN_2011,X,Y,GREEN_2012,RASTERVALU
1852, ,0,634620.000000000000000,4331160.000000000000000,-0.042321473360100,1
1853, ,0,634650.000000000000000,4331160.000000000000000,-0.033746242523200,1
1854, ,0,634680.000000000000000,4331160.000000000000000,-0.030636101961100,1
1855, ,0,634710.000000000000000,4331160.000000000000000,-0.038325231522300,1
1856, ,0,634740.000000000000000,4331160.000000000000000,-0.027854254469300,1
1857, ,0,634770.000000000000000,4331160.000000000000000,-0.007162213325500,2
1858, ,0,634800.000000000000000,4331160.000000000000000,0.007704258896410,2
1859, ,0,634830.000000000000000,4331160.000000000000000,0.008664327673610,2
1860, ,0,634860.000000000000000,4331160.000000000000000,0.001587907783690,2
1861, ,0,634890.000000000000000,4331160.000000000000000,-0.009465723298490,2
1862, ,0,634920.000000000000000,4331160.000000000000000,-0.027984254062200,1
1863, ,0,634950.000000000000000,4331160.000000000000000,-0.024965485557900,1
1864, ,0,634980.000000000000000,4331160.000000000000000,-0.010080650448800,2
1865, ,0,635010.000000000000000,4331160.000000000000000,-0.016981530934600,2
1866, ,0,635040.000000000000000,4331160.000000000000000,-0.028823520988200,1
1867, ,0,635070.000000000000000,4331160.000000000000000,-0.034134112298500,1
1868, ,0,635100.000000000000000,4331160.000000000000000,-0.035010024905200,1
1869, ,0,635130.000000000000000,4331160.000000000000000,-0.035568997263900,1
1870, ,0,635160.000000000000000,4331160.000000000000000,-0.037912085652400,1
1871, ,0,635190.000000000000000,4331160.000000000000000,-0.039318181574300,1
1872, ,0,635220.000000000000000,4331160.000000000000000,-0.037793435156300,1
1873, ,0,635250.000000000000000,4331160.000000000000000,-0.036859322339300,1
1874, ,0,635280.000000000000000,4331160.000000000000000,-0.029495682567400,1
1875, ,0,635310.000000000000000,4331160.000000000000000,-0.037264883518200,1
1876, ,0,635340.000000000000000,4331160.000000000000000,-0.034083187580100,1
1877, ,0,635370.000000000000000,4331160.000000000000000,-0.032805502414700,1
1878, ,0,635400.000000000000000,4331160.000000000000000,-0.032471138984000,1
1879, ,0,635430.000000000000000,4331160.000000000000000,-0.030229270458200,1
1880, ,0,635460.000000000000000,4331160.000000000000000,-0.023302501067500,1
1881, ,0,635490.000000000000000,4331160.000000000000000,-0.018500238657000,2
1882, ,0,635520.000000000000000,4331160.000000000000000,-0.019310362637000,2
1883, ,0,635550.000000000000000,4331160.000000000000000,-0.008295926265420,2
1884, ,0,635580.000000000000000,4331160.000000000000000,0.000323537737131,2
1885, ,0,635610.000000000000000,4331160.000000000000000,-0.012298826128200,2
1886, ,0,635640.000000000000000,4331160.000000000000000,-0.025093283504200,1
1887, ,0,635670.000000000000000,4331160.000000000000000,-0.015672219917200,2
1888, ,0,635700.000000000000000,4331160.000000000000000,-0.035156846046400,1
1889, ,0,635730.000000000000000,4331160.000000000000000,-0.041413255035900,1
1890, ,0,635760.000000000000000,4331160.000000000000000,-0.043080374598500,1
1891, ,0,635790.000000000000000,4331160.000000000000000,-0.045797966420700,1
1892, ,0,635820.000000000000000,4331160.000000000000000,-0.044228985905600,1
1893, ,0,635850.000000000000000,4331160.000000000000000,-0.041598662734000,1
1894, ,0,635880.000000000000000,4331160.000000000000000,-0.039569359272700,1
1895, ,0,635910.000000000000000,4331160.000000000000000,-0.041105482727300,1
1896, ,0,635940.000000000000000,4331160.000000000000000,-0.032095678150700,1
1897, ,0,635970.000000000000000,4331160.000000000000000,-0.028772264719000,1
1898, ,0,636000.000000000000000,4331160.000000000000000,-0.034136652946500,1
1899, ,0,636030.000000000000000,4331160.000000000000000,-0.032562553882600,1
1900, ,0,636060.000000000000000,4331160.000000000000000,-0.015592504292700,2
1901, ,0,636090.000000000000000,4331160.000000000000000,-0.014817183837300,2
1902, ,0,636120.000000000000000,4331160.000000000000000,-0.015428005717700,2
1903, ,0,636150.000000000000000,4331160.000000000000000,-0.010249618440900,2
1904, ,0,636180.000000000000000,4331160.000000000000000,-0.021253334358300,1
1905, ,0,634380.000000000000000,4331130.000000000000000,-0.038595363497700,1
1906, ,0,634410.000000000000000,4331130.000000000000000,-0.038740869611500,1
1907, ,0,634440.000000000000000,4331130.000000000000000,-0.040095105767200,1
1908, ,0,634470.000000000000000,4331130.000000000000000,-0.041410118341400,1
1909, ,0,634500.000000000000000,4331130.000000000000000,-0.042760848999000,1
1910, ,0,634530.000000000000000,4331130.000000000000000,-0.043840512633300,1
1911, ,0,634560.000000000000000,4331130.000000000000000,-0.043175268918300,1
1912, ,0,634590.000000000000000,4331130.000000000000000,-0.038631744682800,1
1913, ,0,634620.000000000000000,4331130.000000000000000,-0.040393427014400,1
1914, ,0,634650.000000000000000,4331130.000000000000000,-0.043948393315100,1
1915, ,0,634680.000000000000000,4331130.000000000000000,-0.036044150590900,1
1916, ,0,634710.000000000000000,4331130.000000000000000,-0.036426894366700,1
1917, ,0,634740.000000000000000,4331130.000000000000000,-0.032261081039900,1
1918, ,0,634770.000000000000000,4331130.000000000000000,-0.003399703651670,2
1919, ,0,634800.000000000000000,4331130.000000000000000,0.003796253353360,2
1920, ,0,634830.000000000000000,4331130.000000000000000,0.003876315429810,2
1921, ,0,634860.000000000000000,4331130.000000000000000,-0.009871617890890,2
1922, ,0,634890.000000000000000,4331130.000000000000000,-0.016260927543000,2
1923, ,0,634920.000000000000000,4331130.000000000000000,-0.017336767166900,2
1924, ,0,634950.000000000000000,4331130.000000000000000,-0.016389328986400,2
1925, ,0,634980.000000000000000,4331130.000000000000000,-0.014318918809300,2
1926, ,0,635010.000000000000000,4331130.000000000000000,-0.028553973883400,1
1927, ,0,635040.000000000000000,4331130.000000000000000,-0.036312408745300,1
1928, ,0,635070.000000000000000,4331130.000000000000000,-0.034423891454900,1
1929, ,0,635100.000000000000000,4331130.000000000000000,-0.034265086054800,1
1930, ,0,635130.000000000000000,4331130.000000000000000,-0.039506729692200,1
1931, ,0,635160.000000000000000,4331130.000000000000000,-0.038783911615600,1
1932, ,0,635190.000000000000000,4331130.000000000000000,-0.041014060378100,1
1933, ,0,635220.000000000000000,4331130.000000000000000,-0.039248909801200,1
1934, ,0,635250.000000000000000,4331130.000000000000000,-0.036942221224300,1
1935, ,0,635280.000000000000000,4331130.000000000000000,-0.041243705898500,1
1936, ,0,635310.000000000000000,4331130.000000000000000,-0.040742933750200,1
1937, ,0,635340.000000000000000,4331130.000000000000000,-0.040287144482100,1
1938, ,0,635370.000000000000000,4331130.000000000000000,-0.038838006556000,1
1939, ,0,635400.000000000000000,4331130.000000000000000,-0.036291856318700,1
1940, ,0,635430.000000000000000,4331130.000000000000000,-0.031533528119300,1
1941, ,0,635460.000000000000000,4331130.000000000000000,-0.023258540779400,1
1942, ,0,635490.000000000000000,4331130.000000000000000,-0.020620618015500,1
1943, ,0,635520.000000000000000,4331130.000000000000000,-0.028634658083300,1
1944, ,0,635550.000000000000000,4331130.000000000000000,-0.028402442112600,1
1945, ,0,635580.000000000000000,4331130.000000000000000,-0.010050335899000,2
1946, ,0,635610.000000000000000,4331130.000000000000000,-0.009778568521140,2
1947, ,0,635640.000000000000000,4331130.000000000000000,-0.033694412559300,1
1948, ,0,635670.000000000000000,4331130.000000000000000,-0.029124330729200,1
1949, ,0,635700.000000000000000,4331130.000000000000000,-0.027843223884700,1
1950, ,0,635730.000000000000000,4331130.000000000000000,-0.035521246492900,1
1951, ,0,635760.000000000000000,4331130.000000000000000,-0.039063870906800,1
1952, ,0,635790.000000000000000,4331130.000000000000000,-0.042147811502200,1
1953, ,0,635820.000000000000000,4331130.000000000000000,-0.039435241371400,1
1954, ,0,635850.000000000000000,4331130.000000000000000,-0.038527030497800,1
1955, ,0,635880.000000000000000,4331130.000000000000000,-0.042756758630300,1
1956, ,0,635910.000000000000000,4331130.000000000000000,-0.040870137512700,1
1957, ,0,635940.000000000000000,4331130.000000000000000,-0.039121448993700,1
1958, ,0,635970.000000000000000,4331130.000000000000000,-0.034555461257700,1
1959, ,0,636000.000000000000000,4331130.000000000000000,-0.036537315696500,1
1960, ,0,636030.000000000000000,4331130.000000000000000,-0.027425309643100,1
1961, ,0,636060.000000000000000,4331130.000000000000000,-0.028270851820700,1
1962, ,0,636090.000000000000000,4331130.000000000000000,-0.025412457063800,1
1963, ,0,636120.000000000000000,4331130.000000000000000,-0.019447999075100,2
1964, ,0,636150.000000000000000,4331130.000000000000000,-0.016724690794900,2
1965, ,0,636180.000000000000000,4331130.000000000000000,-0.013739406131200,2
1966, ,0,636210.000000000000000,4331130.000000000000000,-0.018381940200900,2
1967, ,0,634590.000000000000000,4331100.000000000000000,-0.040981750935300,1
1968, ,0,634620.000000000000000,4331100.000000000000000,-0.038174010813200,1
1969, ,0,634650.000000000000000,4331100.000000000000000,-0.030549729242900,1
1970, ,0,634680.000000000000000,4331100.000000000000000,-0.038123071193700,1
1971, ,0,634710.000000000000000,4331100.000000000000000,-0.035704076290100,1
1972, ,0,634740.000000000000000,4331100.000000000000000,-0.026474056765400,1
1973, ,0,634770.000000000000000,4331100.000000000000000,-0.009966178797190,2
1974, ,0,634800.000000000000000,4331100.000000000000000,-0.002393131144350,2
1975, ,0,634830.000000000000000,4331100.000000000000000,-0.006748117506500,2
1976, ,0,634860.000000000000000,4331100.000000000000000,-0.014155074954000,2
1977, ,0,634890.000000000000000,4331100.000000000000000,-0.017262101173400,2
1978, ,0,634920.000000000000000,4331100.000000000000000,-0.019589357078100,2
1979, ,0,634950.000000000000000,4331100.000000000000000,-0.018320892006200,2
1980, ,0,634980.000000000000000,4331100.000000000000000,-0.024492876604200,1
1981, ,0,635010.000000000000000,4331100.000000000000000,-0.030868276953700,1
1982, ,0,635040.000000000000000,4331100.000000000000000,-0.038071841001500,1
1983, ,0,635070.000000000000000,4331100.000000000000000,-0.035518083721400,1
1984, ,0,635100.000000000000000,4331100.000000000000000,-0.034322656691100,1
1985, ,0,635130.000000000000000,4331100.000000000000000,-0.043614976108100,1
1986, ,0,635160.000000000000000,4331100.000000000000000,-0.036865670234000,1
1987, ,0,635190.000000000000000,4331100.000000000000000,-0.034720595926000,1
1988, ,0,635220.000000000000000,4331100.000000000000000,-0.039979338645900,1
1989, ,0,635250.000000000000000,4331100.000000000000000,-0.042050678283000,1
1990, ,0,635280.000000000000000,4331100.000000000000000,-0.045994125306600,1
1991, ,0,635310.000000000000000,4331100.000000000000000,-0.034152127802400,1
1992, ,0,635340.000000000000000,4331100.000000000000000,-0.028884859755600,1
1993, ,0,635370.000000000000000,4331100.000000000000000,-0.026456356048600,1
1994, ,0,635400.000000000000000,4331100.000000000000000,-0.031817592680500,1
1995, ,0,635430.000000000000000,4331100.000000000000000,-0.030457964167000,1
1996, ,0,635460.000000000000000,4331100.000000000000000,-0.031653754413100,1
1997, ,0,635490.000000000000000,4331100.000000000000000,-0.033168327063300,1
1998, ,0,635520.000000000000000,4331100.000000000000000,-0.032844722271000,1
1999, ,0,635550.000000000000000,4331100.000000000000000,-0.032386995852000,1
2000, ,0,635580.000000000000000,4331100.000000000000000,-0.020588042214500,1
2001, ,0,635610.000000000000000,4331100.000000000000000,-0.008855836465950,2
2002, ,0,635640.000000000000000,4331100.000000000000000,-0.025764528662000,1
2003, ,0,635670.000000000000000,4331100.000000000000000,-0.029145844280700,1
2004, ,0,635700.000000000000000,4331100.000000000000000,-0.014854809269300,2
2005, ,0,635730.000000000000000,4331100.000000000000000,-0.041652120649800,1
2006, ,0,635760.000000000000000,4331100.000000000000000,-0.035913817584500,1
2007, ,0,635790.000000000000000,4331100.000000000000000,-0.039470352232500,1
2008, ,0,635820.000000000000000,4331100.000000000000000,-0.037581861019100,1
2009, ,0,635850.000000000000000,4331100.000000000000000,-0.038271442055700,1
2010, ,0,635880.000000000000000,4331100.000000000000000,-0.036804933100900,1
2011, ,0,635910.000000000000000,4331100.000000000000000,-0.039292890578500,1
2012, ,0,635940.000000000000000,4331100.000000000000000,-0.041809312999200,1
2013, ,0,635970.000000000000000,4331100.000000000000000,-0.042786486446900,1
2014, ,0,636000.000000000000000,4331100.000000000000000,-0.032971601933200,1
2015, ,0,636030.000000000000000,4331100.000000000000000,-0.025241356343000,1
2016, ,0,636060.000000000000000,4331100.000000000000000,-0.024921834468800,1
2017, ,0,636090.000000000000000,4331100.000000000000000,-0.033460963517400,1
2018, ,0,636120.000000000000000,4331100.000000000000000,-0.036918476223900,1
2019, ,0,636150.000000000000000,4331100.000000000000000,-0.035915091633800,1
2020, ,0,636180.000000000000000,4331100.000000000000000,-0.026223575696300,1
2021, ,0,636210.000000000000000,4331100.000000000000000,-0.036606609821300,1
2022, ,0,636240.000000000000000,4331100.000000000000000,-0.040680997073600,1
2023, ,0,634590.000000000000000,4331070.000000000000000,-0.043067045509800,1
2024, ,0,634620.000000000000000,4331070.000000000000000,-0.040738519281100,1
2025, ,0,634650.000000000000000,4331070.000000000000000,-0.031842254102200,1
2026, ,0,634680.000000000000000,4331070.000000000000000,-0.037127599120100,1
2027, ,0,634710.000000000000000,4331070.000000000000000,-0.029008843004700,1
2028, ,0,634740.000000000000000,4331070.000000000000000,-0.021048946306100,1
2029, ,0,634770.000000000000000,4331070.000000000000000,-0.009657766669990,2
2030, ,0,634800.000000000000000,4331070.000000000000000,0.002118408679960,2
2031, ,0,634830.000000000000000,4331070.000000000000000,-0.000401851721108,2
2032, ,0,634860.000000000000000,4331070.000000000000000,-0.007394387386740,2
2033, ,0,634890.000000000000000,4331070.000000000000000,-0.014256321825100,2
2034, ,0,634920.000000000000000,4331070.000000000000000,-0.025841400027300,1
2035, ,0,634950.000000000000000,4331070.000000000000000,-0.030625309795100,1
2036, ,0,634980.000000000000000,4331070.000000000000000,-0.038168936967900,1
2037, ,0,635010.000000000000000,4331070.000000000000000,-0.039299558848100,1
2038, ,0,635040.000000000000000,4331070.000000000000000,-0.037188332527900,1
2039, ,0,635070.000000000000000,4331070.000000000000000,-0.039192922413300,1
2040, ,0,635100.000000000000000,4331070.000000000000000,-0.033273085951800,1
2041, ,0,635130.000000000000000,4331070.000000000000000,-0.032634057104600,1
2042, ,0,635160.000000000000000,4331070.000000000000000,-0.038045890629300,1
2043, ,0,635190.000000000000000,4331070.000000000000000,-0.034148998558500,1
2044, ,0,635220.000000000000000,4331070.000000000000000,-0.035024911165200,1
2045, ,0,635250.000000000000000,4331070.000000000000000,-0.039971735328400,1
2046, ,0,635280.000000000000000,4331070.000000000000000,-0.039420358836700,1
2047, ,0,635310.000000000000000,4331070.000000000000000,-0.029368219897200,1
2048, ,0,635340.000000000000000,4331070.000000000000000,-0.030308365821800,1
2049, ,0,635370.000000000000000,4331070.000000000000000,-0.029912305995800,1
2050, ,0,635400.000000000000000,4331070.000000000000000,-0.030424457043400,1
2051, ,0,635430.000000000000000,4331070.000000000000000,-0.021608851850000,1
2052, ,0,635460.000000000000000,4331070.000000000000000,-0.032292410731300,1
2053, ,0,635490.000000000000000,4331070.000000000000000,-0.034358732402300,1
2054, ,0,635520.000000000000000,4331070.000000000000000,-0.034541547298400,1
2055, ,0,635550.000000000000000,4331070.000000000000000,-0.035652823746200,1
2056, ,0,635580.000000000000000,4331070.000000000000000,-0.025801856070800,1
2057, ,0,635610.000000000000000,4331070.000000000000000,-0.007090687751770,2
2058, ,0,635640.000000000000000,4331070.000000000000000,-0.028009876608800,1
2059, ,0,635670.000000000000000,4331070.000000000000000,-0.033410973846900,1
2060, ,0,635700.000000000000000,4331070.000000000000000,-0.022415498271600,1
2061, ,0,635730.000000000000000,4331070.000000000000000,-0.021523173898500,1
2062, ,0,635760.000000000000000,4331070.000000000000000,-0.035362452268600,1
2063, ,0,635790.000000000000000,4331070.000000000000000,-0.033603005111200,1
2064, ,0,635820.000000000000000,4331070.000000000000000,-0.034243576228600,1
2065, ,0,635850.000000000000000,4331070.000000000000000,-0.041432246565800,1
2066, ,0,635880.000000000000000,4331070.000000000000000,-0.038118343800300,1
2067, ,0,635910.000000000000000,4331070.000000000000000,-0.039356797933600,1
2068, ,0,635940.000000000000000,4331070.000000000000000,-0.043316971510600,1
2069, ,0,635970.000000000000000,4331070.000000000000000,-0.042005471885200,1
2070, ,0,636000.000000000000000,4331070.000000000000000,-0.041744157671900,1
2071, ,0,636030.000000000000000,4331070.000000000000000,-0.032989941537400,1
2072, ,0,636060.000000000000000,4331070.000000000000000,-0.031729321926800,1
2073, ,0,636090.000000000000000,4331070.000000000000000,-0.037511318922000,1
2074, ,0,636120.000000000000000,4331070.000000000000000,-0.047656491398800,1
2075, ,0,636150.000000000000000,4331070.000000000000000,-0.052275910973500,1
2076, ,0,636180.000000000000000,4331070.000000000000000,-0.049252673983600,1
2077, ,0,636210.000000000000000,4331070.000000000000000,-0.045941010117500,1
2078, ,0,636240.000000000000000,4331070.000000000000000,-0.038671694695900,1
2079, ,0,634590.000000000000000,4331040.000000000000000,-0.040966928005200,1
2080, ,0,634620.000000000000000,4331040.000000000000000,-0.027992451563500,1
2081, ,0,634650.000000000000000,4331040.000000000000000,-0.019942710176100,2
2082, ,0,634680.000000000000000,4331040.000000000000000,-0.028319584205700,1
2083, ,0,634710.000000000000000,4331040.000000000000000,-0.028082950040700,1
2084, ,0,634740.000000000000000,4331040.000000000000000,-0.017107719555500,2
2085, ,0,634770.000000000000000,4331040.000000000000000,-0.008189660497010,2
2086, ,0,634800.000000000000000,4331040.000000000000000,-0.004434756934640,2
2087, ,0,634830.000000000000000,4331040.000000000000000,-0.003239328973000,2
2088, ,0,634860.000000000000000,4331040.000000000000000,-0.002323879860340,2
2089, ,0,634890.000000000000000,4331040.000000000000000,-0.022265907377000,1
2090, ,0,634920.000000000000000,4331040.000000000000000,-0.035829983651600,1
2091, ,0,634950.000000000000000,4331040.000000000000000,-0.040225446224200,1
2092, ,0,634980.000000000000000,4331040.000000000000000,-0.038312226533900,1
2093, ,0,635010.000000000000000,4331040.000000000000000,-0.038067739456900,1
2094, ,0,635040.000000000000000,4331040.000000000000000,-0.037069648504300,1
2095, ,0,635070.000000000000000,4331040.000000000000000,-0.037890575826200,1
2096, ,0,635100.000000000000000,4331040.000000000000000,-0.032790645957000,1
2097, ,0,635130.000000000000000,4331040.000000000000000,-0.035936255008000,1
2098, ,0,635160.000000000000000,4331040.000000000000000,-0.027184572070800,1
2099, ,0,635190.000000000000000,4331040.000000000000000,-0.031467765569700,1
2100, ,0,635220.000000000000000,4331040.000000000000000,-0.040804322809000,1
2101, ,0,635250.000000000000000,4331040.000000000000000,-0.034854393452400,1
2102, ,0,635280.000000000000000,4331040.000000000000000,-0.031654343009000,1
2103, ,0,635310.000000000000000,4331040.000000000000000,-0.038656435906900,1
2104, ,0,635340.000000000000000,4331040.000000000000000,-0.039226152002800,1
2105, ,0,635370.000000000000000,4331040.000000000000000,-0.036799862980800,1
2106, ,0,635400.000000000000000,4331040.000000000000000,-0.024957872927200,1
2107, ,0,635430.000000000000000,4331040.000000000000000,-0.026635730639100,1
2108, ,0,635460.000000000000000,4331040.000000000000000,-0.029342584312000,1
2109, ,0,635490.000000000000000,4331040.000000000000000,-0.032953567802900,1
2110, ,0,635520.000000000000000,4331040.000000000000000,-0.030582625418900,1
2111, ,0,635550.000000000000000,4331040.000000000000000,-0.031137488782400,1
2112, ,0,635580.000000000000000,4331040.000000000000000,-0.022978894412500,1
2113, ,0,635610.000000000000000,4331040.000000000000000,-0.009261704981330,2
2114, ,0,635640.000000000000000,4331040.000000000000000,-0.022684082388900,1
2115, ,0,635670.000000000000000,4331040.000000000000000,-0.035659454762900,1
2116, ,0,635700.000000000000000,4331040.000000000000000,-0.031504385173300,1
2117, ,0,635730.000000000000000,4331040.000000000000000,-0.028477417305100,1
2118, ,0,635760.000000000000000,4331040.000000000000000,-0.030067984014700,1
2119, ,0,635790.000000000000000,4331040.000000000000000,-0.037439487874500,1
2120, ,0,635820.000000000000000,4331040.000000000000000,-0.040882505476500,1
2121, ,0,635850.000000000000000,4331040.000000000000000,-0.041987117379900,1
2122, ,0,635880.000000000000000,4331040.000000000000000,-0.036289274692500,1
2123, ,0,635910.000000000000000,4331040.000000000000000,-0.041080802679100,1
2124, ,0,635940.000000000000000,4331040.000000000000000,-0.036939051002300,1
2125, ,0,635970.000000000000000,4331040.000000000000000,-0.038780741393600,1
2126, ,0,636000.000000000000000,4331040.000000000000000,-0.038762390613600,1
2127, ,0,636030.000000000000000,4331040.000000000000000,-0.034206245094500,1
2128, ,0,636060.000000000000000,4331040.000000000000000,-0.036251686513400,1
2129, ,0,636090.000000000000000,4331040.000000000000000,-0.041510418057400,1
2130, ,0,636120.000000000000000,4331040.000000000000000,-0.046223476529100,1
2131, ,0,636150.000000000000000,4331040.000000000000000,-0.042819719761600,1
2132, ,0,636180.000000000000000,4331040.000000000000000,-0.044980268925400,1
2133, ,0,636210.000000000000000,4331040.000000000000000,-0.045593976974500,1
2134, ,0,636240.000000000000000,4331040.000000000000000,-0.032759036868800,1
2135, ,0,636270.000000000000000,4331040.000000000000000,-0.022927027195700,1
2136, ,0,634590.000000000000000,4331010.000000000000000,-0.044635780155700,1
2137, ,0,634620.000000000000000,4331010.000000000000000,-0.034013926982900,1
2138, ,0,634650.000000000000000,4331010.000000000000000,-0.012586677447000,2
2139, ,0,634680.000000000000000,4331010.000000000000000,-0.027968760579800,1
2140, ,0,634710.000000000000000,4331010.000000000000000,-0.031071700155700,1
2141, ,0,634740.000000000000000,4331010.000000000000000,-0.015189483761800,2
2142, ,0,634770.000000000000000,4331010.000000000000000,-0.007300428114830,2
2143, ,0,634800.000000000000000,4331010.000000000000000,-0.006189159117640,2
2144, ,0,634830.000000000000000,4331010.000000000000000,-0.007504455745220,2
2145, ,0,634860.000000000000000,4331010.000000000000000,-0.014903527684500,2
2146, ,0,634890.000000000000000,4331010.000000000000000,-0.025379577651600,1
2147, ,0,634920.000000000000000,4331010.000000000000000,-0.033894315362000,1
2148, ,0,634950.000000000000000,4331010.000000000000000,-0.035736002028000,1
2149, ,0,634980.000000000000000,4331010.000000000000000,-0.040955528616900,1
2150, ,0,635010.000000000000000,4331010.000000000000000,-0.042797222733500,1
2151, ,0,635040.000000000000000,4331010.000000000000000,-0.039931535720800,1
2152, ,0,635070.000000000000000,4331010.000000000000000,-0.036401256918900,1
2153, ,0,635100.000000000000000,4331010.000000000000000,-0.040156163275200,1
2154, ,0,635130.000000000000000,4331010.000000000000000,-0.033948730677400,1
2155, ,0,635160.000000000000000,4331010.000000000000000,-0.017223207280000,2
2156, ,0,635190.000000000000000,4331010.000000000000000,-0.009403111413120,2
2157, ,0,635220.000000000000000,4331010.000000000000000,-0.028413215652100,1
2158, ,0,635250.000000000000000,4331010.000000000000000,-0.030352644622300,1
2159, ,0,635280.000000000000000,4331010.000000000000000,-0.023468600586100,1
2160, ,0,635310.000000000000000,4331010.000000000000000,-0.037729613483000,1
2161, ,0,635340.000000000000000,4331010.000000000000000,-0.033855095505700,1
2162, ,0,635370.000000000000000,4331010.000000000000000,-0.036429427564100,1
2163, ,0,635400.000000000000000,4331010.000000000000000,-0.032568242400900,1
2164, ,0,635430.000000000000000,4331010.000000000000000,-0.022880826145400,1
2165, ,0,635460.000000000000000,4331010.000000000000000,-0.022498084232200,1
2166, ,0,635490.000000000000000,4331010.000000000000000,-0.022753342986100,1
2167, ,0,635520.000000000000000,4331010.000000000000000,-0.027356021106200,1
2168, ,0,635550.000000000000000,4331010.000000000000000,-0.033741217106600,1
2169, ,0,635580.000000000000000,4331010.000000000000000,-0.025596573948900,1
2170, ,0,635610.000000000000000,4331010.000000000000000,-0.006850297562780,2
2171, ,0,635640.000000000000000,4331010.000000000000000,-0.010831355117300,2
2172, ,0,635670.000000000000000,4331010.000000000000000,-0.028594467788900,1
2173, ,0,635700.000000000000000,4331010.000000000000000,-0.031929269433000,1
2174, ,0,635730.000000000000000,4331010.000000000000000,-0.023918127641100,1
2175, ,0,635760.000000000000000,4331010.000000000000000,-0.015766788274000,2
2176, ,0,635790.000000000000000,4331010.000000000000000,-0.030425094068000,1
2177, ,0,635820.000000000000000,4331010.000000000000000,-0.036109935492300,1
2178, ,0,635850.000000000000000,4331010.000000000000000,-0.036411102861200,1
2179, ,0,635880.000000000000000,4331010.000000000000000,-0.039197999984000,1
2180, ,0,635910.000000000000000,4331010.000000000000000,-0.036619532853400,1
2181, ,0,635940.000000000000000,4331010.000000000000000,-0.035812549293000,1
2182, ,0,635970.000000000000000,4331010.000000000000000,-0.041039686650000,1
2183, ,0,636000.000000000000000,4331010.000000000000000,-0.036456618458000,1
2184, ,0,636030.000000000000000,4331010.000000000000000,-0.035319384187500,1
2185, ,0,636060.000000000000000,4331010.000000000000000,-0.040462359786000,1
2186, ,0,636090.000000000000000,4331010.000000000000000,-0.044489968568100,1
2187, ,0,636120.000000000000000,4331010.000000000000000,-0.040639538317900,1
2188, ,0,636150.000000000000000,4331010.000000000000000,-0.040705323219300,1
2189, ,0,636180.000000000000000,4331010.000000000000000,-0.039869874715800,1
2190, ,0,636210.000000000000000,4331010.000000000000000,-0.040112845599700,1
2191, ,0,636240.000000000000000,4331010.000000000000000,-0.027319960296200,1
2192, ,0,636270.000000000000000,4331010.000000000000000,-0.021394083276400,1
2193, ,0,636300.000000000000000,4331010.000000000000000,-0.028280353173600,1
2194, ,0,636330.000000000000000,4331010.000000000000000,-0.039211906492700,1
2195, ,0,634590.000000000000000,4330980.000000000000000,-0.041497416794300,1
2196, ,0,634620.000000000000000,4330980.000000000000000,-0.027752067893700,1
2197, ,0,634650.000000000000000,4330980.000000000000000,-0.022288024425500,1
2198, ,0,634680.000000000000000,4330980.000000000000000,-0.025869265198700,1
2199, ,0,634710.000000000000000,4330980.000000000000000,-0.035164721310100,1
2200, ,0,634740.000000000000000,4330980.000000000000000,-0.019134810194400,2
2201, ,0,634770.000000000000000,4330980.000000000000000,-0.002832525409760,2
2202, ,0,634800.000000000000000,4330980.000000000000000,-0.009995901025830,2
2203, ,0,634830.000000000000000,4330980.000000000000000,-0.009982584044340,2
2204, ,0,634860.000000000000000,4330980.000000000000000,-0.017795775085700,2
2205, ,0,634890.000000000000000,4330980.000000000000000,-0.024225244298600,1
2206, ,0,634920.000000000000000,4330980.000000000000000,-0.025448502972700,1
2207, ,0,634950.000000000000000,4330980.000000000000000,-0.022031452506800,1
2208, ,0,634980.000000000000000,4330980.000000000000000,-0.025786999613000,1
2209, ,0,635010.000000000000000,4330980.000000000000000,-0.030673431232600,1
2210, ,0,635040.000000000000000,4330980.000000000000000,-0.032715030014500,1
2211, ,0,635070.000000000000000,4330980.000000000000000,-0.036985851824300,1
2212, ,0,635100.000000000000000,4330980.000000000000000,-0.037678964436100,1
2213, ,0,635130.000000000000000,4330980.000000000000000,-0.012906186282600,2
2214, ,0,635160.000000000000000,4330980.000000000000000,0.001211147755380,2
2215, ,0,635190.000000000000000,4330980.000000000000000,-0.016218211501800,2
2216, ,0,635220.000000000000000,4330980.000000000000000,-0.040404155850400,1
2217, ,0,635250.000000000000000,4330980.000000000000000,-0.030178369954200,1
2218, ,0,635280.000000000000000,4330980.000000000000000,-0.019842782989100,2
2219, ,0,635310.000000000000000,4330980.000000000000000,-0.037047520279900,1
2220, ,0,635340.000000000000000,4330980.000000000000000,-0.034406468272200,1
2221, ,0,635370.000000000000000,4330980.000000000000000,-0.037349946796900,1
2222, ,0,635400.000000000000000,4330980.000000000000000,-0.039259664714300,1
2223, ,0,635430.000000000000000,4330980.000000000000000,-0.032964311540100,1
2224, ,0,635460.000000000000000,4330980.000000000000000,-0.032480962574500,1
2225, ,0,635490.000000000000000,4330980.000000000000000,-0.029840830713500,1
2226, ,0,635520.000000000000000,4330980.000000000000000,-0.030817981809400,1
2227, ,0,635550.000000000000000,4330980.000000000000000,-0.026397824287400,1
2228, ,0,635580.000000000000000,4330980.000000000000000,-0.014039921574300,2
